   DIHYDROOROT-RXN hits 35.5 # DIHYDROOROT-RXN
   DIHYDROOROTATE-DEHYDROGENASE-RXN hits 17.5 # DIHYDROOROTATE-DEHYDROGENASE-RXN
   OROTPDECARB-RXN hits 38.5 # OROTPDECARB-RXN
   UDPKIN-RXN hits 25.5 # UDPKIN-RXN
   CTPSYN-RXN hits 30.5 # CTPSYN-RXN
   AMPSYN-RXN hits 30.5 # AMPSYN-RXN
   ADENYL-KIN-RXN hits 30.5 # ADENYL-KIN-RXN
   RXN0-747 hits 49.5 # RXN0-747
   ADPREDUCT-RXN hits 49.5 # ADPREDUCT-RXN
   DADPKIN-RXN hits 25.5 # DADPKIN-RXN
   RXN0-745 hits 24.0 # RXN0-745
   GMP-SYN-GLUT-RXN hits 30.5 # GMP-SYN-GLUT-RXN
   GUANYL-KIN-RXN hits 30.5 # GUANYL-KIN-RXN
   GDPKIN-RXN hits 25.5 # GDPKIN-RXN
   GDPREDUCT-RXN hits 49.5 # GDPREDUCT-RXN
   RXN0-748 hits 49.5 # RXN0-748
   DGDPKIN-RXN hits 25.5 # DGDPKIN-RXN
   RXN0-746 hits 24.0 # RXN0-746
   SAICARSYN-RXN hits 30.5 # SAICARSYN-RXN
   AICARSYN-RXN hits 30.5 # AICARSYN-RXN
   AICARTRANSFORM-RXN hits 30.5 # AICARTRANSFORM-RXN
   IMPCYCLOHYDROLASE-RXN hits 30.5 # IMPCYCLOHYDROLASE-RXN
   RXN0-742 hits 17.5 # RXN0-742
   RXN0-743 hits 30.5 # RXN0-743
   ADENYLOSUCCINATE-SYNTHASE-RXN hits 30.5 # ADENYLOSUCCINATE-SYNTHASE-RXN
   IMP-DEHYDROG-RXN hits 30.5 # IMP-DEHYDROG-RXN
   GLYRIBONUCSYN-RXN hits 30.5 # GLYRIBONUCSYN-RXN
   FGAMSYN-RXN hits 53.5 # FGAMSYN-RXN
   AIRS-RXN hits 30.5 # AIRS-RXN
   PRPPSYN-RXN hits 48.0 # PRPPSYN-RXN
   HISTPRATPHYD-RXN hits 24.5 # HISTPRATPHYD-RXN
   HISTCYCLOHYD-RXN hits 24.5 # HISTCYCLOHYD-RXN
   PRIBFAICARPISOM-RXN hits 24.5 # PRIBFAICARPISOM-RXN
   IMIDPHOSDEHYD-RXN hits 24.5 # IMIDPHOSDEHYD-RXN
   HISTAMINOTRANS-RXN hits 41.0 # HISTAMINOTRANS-RXN
   HISTIDPHOS-RXN hits 37.5 # HISTIDPHOS-RXN
   ATPPHOSPHORIBOSYLTRANS-RXN hits 24.5 # ATPPHOSPHORIBOSYLTRANS-RXN
   OROPRIBTRANS-RXN hits 35.5 # OROPRIBTRANS-RXN
   PRPPAMIDOTRANS-RXN hits 46.5 # PRPPAMIDOTRANS-RXN
path 159 fam0 10 fam-found 10 # PWY-1042
   6PFRUCTPHOS-RXN hits 48.5 # 6PFRUCTPHOS-RXN
   2.7.1.90-RXN hits 18.0 # 2.7.1.90-RXN
   F16ALDOLASE-RXN hits 37.0 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 35.5 # TRIOSEPISOMERIZATION-RXN
   PHOSGLYPHOS-RXN hits 30.5 # PHOSGLYPHOS-RXN
   1.2.1.9-RXN hits 6.0 # 1.2.1.9-RXN
   3PGAREARR-RXN hits 38.5 # 3PGAREARR-RXN
   2PGADEHYDRAT-RXN hits 30.5 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 30.5 # PEPDEPHOS-RXN
   GAPOXNPHOSPHN-RXN hits 30.5 # GAPOXNPHOSPHN-RXN
path 160 fam0 20 fam-found 4 # PWY-1121
   RXN-16389 hits 75.0 # RXN-16389
   RXN-16418 hits 75.0 # RXN-16418
   CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN hits 14.0 # CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN
   6.2.1.34-RXN hits 5.0 # 6.2.1.34-RXN
path 162 fam0 5 fam-found 4 # PWY-1269
   DARAB5PISOM-RXN hits 13.0 # DARAB5PISOM-RXN
   KDO-8PSYNTH-RXN hits 13.0 # KDO-8PSYNTH-RXN
   KDO-8PPHOSPHAT-RXN hits 8.0 # KDO-8PPHOSPHAT-RXN
   CPM-KDOSYNTH-RXN hits 13.0 # CPM-KDOSYNTH-RXN
path 167 fam0 6 fam-found 2 # PWY-1541
   RXN0-299 hits 5.0 # RXN0-299
   PHOSACETYLTRANS-RXN hits 19.0 # PHOSACETYLTRANS-RXN
path 168 fam0 13 fam-found 10 # PWY-1622
   GLYOHMETRANS-RXN hits 35.5 # GLYOHMETRANS-RXN
   SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN hits 6.5 # SERINE--GLYOXYLATE-AMINOTRANSFERASE-RXN
   HYDROXYPYRUVATE-REDUCTASE-RXN hits 5.0 # HYDROXYPYRUVATE-REDUCTASE-RXN
   GKI-RXN hits 25.5 # GKI-RXN
   2PGADEHYDRAT-RXN hits 30.5 # 2PGADEHYDRAT-RXN
   PEPCARBOX-RXN hits 12.5 # PEPCARBOX-RXN
   MALATE-DEH-RXN hits 27.5 # MALATE-DEH-RXN
   MALYL-COA-LYASE-RXN hits 5.0 # MALYL-COA-LYASE-RXN
   SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN hits 6.5 # SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
   RXN-15513 hits 19.0 # RXN-15513
path 169 fam0 9 fam-found 5 # PWY-181
   GPH-RXN hits 53.5 # GPH-RXN
   RXN-969 hits 18.0 # RXN-969
   SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN hits 6.5 # SERINE-GLYOXYLATE-AMINOTRANSFERASE-RXN
   GLYCERATE-DEHYDROGENASE-RXN hits 5.0 # GLYCERATE-DEHYDROGENASE-RXN
   GLYOHMETRANS-RXN hits 35.5 # GLYOHMETRANS-RXN
path 170 fam0 9 fam-found 7 # PWY-1861
   6PFRUCTPHOS-RXN hits 48.5 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 37.0 # F16ALDOLASE-RXN
   2TRANSKETO-RXN hits 45.5 # 2TRANSKETO-RXN
   TRANSALDOL-RXN hits 16.5 # TRANSALDOL-RXN
   1TRANSKETO-RXN hits 45.5 # 1TRANSKETO-RXN
   RIBULP3EPIM-RXN hits 30.5 # RIBULP3EPIM-RXN
   RIB5PISOM-RXN hits 35.5 # RIB5PISOM-RXN
path 171 fam0 15 fam-found 5 # PWY-1882
   RXN-2962 hits 5.0 # RXN-2962
   FORMATETHFLIG-RXN hits 11.0 # FORMATETHFLIG-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 30.5 # METHENYLTHFCYCLOHYDRO-RXN
   METHYLENETHFDEHYDROG-NADP-RXN hits 30.5 # METHYLENETHFDEHYDROG-NADP-RXN
   1.2.1.2-RXN hits 5.0 # 1.2.1.2-RXN
path 175 fam0 10 fam-found 8 # PWY-2201
   GLYOHMETRANS-RXN hits 35.5 # GLYOHMETRANS-RXN
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 37.0 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHYLENETHFDEHYDROG-NADP-RXN hits 30.5 # METHYLENETHFDEHYDROG-NADP-RXN
   1.5.1.20-RXN hits 35.5 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 24.5 # HOMOCYSMETB12-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 30.5 # METHENYLTHFCYCLOHYDRO-RXN
   FORMYLTHFDEFORMYL-RXN hits 19.5 # FORMYLTHFDEFORMYL-RXN
   FORMATETHFLIG-RXN hits 11.0 # FORMATETHFLIG-RXN
path 176 fam0 9 fam-found 5 # PWY-2221
   GLUCONOLACT-RXN hits 10.0 # GLUCONOLACT-RXN
   RXN-3443 hits 15.0 # RXN-3443
   3PGAREARR-RXN hits 38.5 # 3PGAREARR-RXN
   2PGADEHYDRAT-RXN hits 30.5 # 2PGADEHYDRAT-RXN
   PEPDEPHOS-RXN hits 30.5 # PEPDEPHOS-RXN
path 178 fam0 7 fam-found 4 # PWY-241
   RXN0-5224 hits 19.0 # RXN0-5224
   PEPCARBOX-RXN hits 12.5 # PEPCARBOX-RXN
   MALIC-NADP-RXN hits 18.0 # MALIC-NADP-RXN
   PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN hits 24.5 # PYRUVATEORTHOPHOSPHATE-DIKINASE-RXN
path 183 fam0 9 fam-found 8 # PWY-2941
   ASPARTATEKIN-RXN hits 38.5 # ASPARTATEKIN-RXN
   ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 30.5 # ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
   DIHYDRODIPICSYN-RXN hits 30.5 # DIHYDRODIPICSYN-RXN
   RXN-14014 hits 24.0 # RXN-14014
   2.3.1.89-RXN hits 6.0 # 2.3.1.89-RXN
   N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN hits 6.0 # N-ACETYLDIAMINOPIMELATE-DEACETYLASE-RXN
   DIAMINOPIMEPIM-RXN hits 18.0 # DIAMINOPIMEPIM-RXN
   DIAMINOPIMDECARB-RXN hits 24.0 # DIAMINOPIMDECARB-RXN
path 184 fam0 7 fam-found 6 # PWY-2942
   ASPARTATEKIN-RXN hits 38.5 # ASPARTATEKIN-RXN
   ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 30.5 # ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
   DIHYDRODIPICSYN-RXN hits 30.5 # DIHYDRODIPICSYN-RXN
   RXN-14014 hits 24.0 # RXN-14014
   DIAMINOPIMELATE-DEHYDROGENASE-RXN hits 8.0 # DIAMINOPIMELATE-DEHYDROGENASE-RXN
   DIAMINOPIMDECARB-RXN hits 24.0 # DIAMINOPIMDECARB-RXN
path 186 fam0 13 fam-found 11 # PWY-3001
   RXN-15123 hits 25.5 # RXN-15123
   ACETOOHBUTSYN-RXN hits 86.0 # ACETOOHBUTSYN-RXN
   ACETOOHBUTREDUCTOISOM-RXN hits 30.5 # ACETOOHBUTREDUCTOISOM-RXN
   DIHYDROXYMETVALDEHYDRAT-RXN hits 30.5 # DIHYDROXYMETVALDEHYDRAT-RXN
   BRANCHED-CHAINAMINOTRANSFERILEU-RXN hits 30.5 # BRANCHED-CHAINAMINOTRANSFERILEU-RXN
   ASPARTATEKIN-RXN hits 38.5 # ASPARTATEKIN-RXN
   ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 30.5 # ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
   HOMOSERDEHYDROG-RXN hits 30.5 # HOMOSERDEHYDROG-RXN
   HOMOSERKIN-RXN hits 22.5 # HOMOSERKIN-RXN
   THRESYN-RXN hits 30.5 # THRESYN-RXN
   ASPAMINOTRANS-RXN hits 43.5 # ASPAMINOTRANS-RXN
path 189 fam0 10 fam-found 2 # PWY-3081
   HOMOCITRATE-SYNTHASE-RXN hits 6.5 # HOMOCITRATE-SYNTHASE-RXN
   RXN-15002 hits 6.5 # RXN-15002
path 198 fam0 4 fam-found 1 # PWY-3781
   SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN hits 39.0 # SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN
path 199 fam0 19 fam-found 16 # PWY-3801
   ALCOHOL-DEHYDROG-RXN hits 42.5 # ALCOHOL-DEHYDROG-RXN
   L-LACTATE-DEHYDROGENASE-RXN hits 17.5 # L-LACTATE-DEHYDROGENASE-RXN
   6PFRUCTPHOS-RXN hits 48.5 # 6PFRUCTPHOS-RXN
   F16ALDOLASE-RXN hits 37.0 # F16ALDOLASE-RXN
   TRIOSEPISOMERIZATION-RXN hits 35.5 # TRIOSEPISOMERIZATION-RXN
   F16BDEPHOS-RXN hits 31.0 # F16BDEPHOS-RXN
   PEPDEPHOS-RXN hits 30.5 # PEPDEPHOS-RXN
   3PGAREARR-RXN hits 38.5 # 3PGAREARR-RXN
   PEPSYNTH-RXN hits 16.5 # PEPSYNTH-RXN
   PHOSGLYPHOS-RXN hits 30.5 # PHOSGLYPHOS-RXN
   RXN-15513 hits 19.0 # RXN-15513
   2PGADEHYDRAT-RXN hits 30.5 # 2PGADEHYDRAT-RXN
   GAPOXNPHOSPHN-RXN hits 30.5 # GAPOXNPHOSPHN-RXN
   PHOSPHOGLUCMUT-RXN hits 35.5 # PHOSPHOGLUCMUT-RXN
   PGLUCISOM-RXN hits 30.5 # PGLUCISOM-RXN
   FRUCTOKINASE-RXN hits 43.5 # FRUCTOKINASE-RXN
path 200 fam0 11 fam-found 9 # PWY-3841
   5-FORMYL-THF-CYCLO-LIGASE-RXN hits 37.0 # 5-FORMYL-THF-CYCLO-LIGASE-RXN
   METHYLENETHFDEHYDROG-NADP-RXN hits 30.5 # METHYLENETHFDEHYDROG-NADP-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 30.5 # METHENYLTHFCYCLOHYDRO-RXN
   GLYOHMETRANS-RXN hits 35.5 # GLYOHMETRANS-RXN
   1.5.1.20-RXN hits 35.5 # 1.5.1.20-RXN
   HOMOCYSMETB12-RXN hits 24.5 # HOMOCYSMETB12-RXN
   FORMATETHFLIG-RXN hits 11.0 # FORMATETHFLIG-RXN
   DIHYDROFOLATEREDUCT-RXN hits 30.0 # DIHYDROFOLATEREDUCT-RXN
   THYMIDYLATESYN-RXN hits 27.0 # THYMIDYLATESYN-RXN
path 202 fam0 6 fam-found 3 # PWY-3941
   PROPCOASYN-RXN hits 16.5 # PROPCOASYN-RXN
   RXN-6384 hits 5.0 # RXN-6384
   2.6.1.18-RXN hits 5.0 # 2.6.1.18-RXN
path 203 fam0 6 fam-found 4 # PWY-4041
   RXN-6601 hits 21.5 # RXN-6601
   5-OXOPROLINASE-ATP-HYDROLYSING-RXN hits 5.0 # 5-OXOPROLINASE-ATP-HYDROLYSING-RXN
   GLUTCYSLIG-RXN hits 5.0 # GLUTCYSLIG-RXN
   GLUTATHIONE-SYN-RXN hits 5.0 # GLUTATHIONE-SYN-RXN
path 204 fam0 8 fam-found 3 # PWY-4061
   GSHTRAN-RXN hits 50.0 # GSHTRAN-RXN
   RXN-6641 hits 21.5 # RXN-6641
   RXN-15127 hits 25.5 # RXN-15127
path 207 fam0 15 fam-found 11 # PWY-4221
   PROPCOASYN-RXN hits 16.5 # PROPCOASYN-RXN
   RXN-6384 hits 5.0 # RXN-6384
   2.6.1.18-RXN hits 5.0 # 2.6.1.18-RXN
   3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN hits 24.5 # 3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN
   2-DEHYDROPANTOATE-REDUCT-RXN hits 8.0 # 2-DEHYDROPANTOATE-REDUCT-RXN
   PANTOATE-BETA-ALANINE-LIG-RXN hits 24.5 # PANTOATE-BETA-ALANINE-LIG-RXN
   PANTOTHENATE-KIN-RXN hits 30.5 # PANTOTHENATE-KIN-RXN
   P-PANTOCYSLIG-RXN hits 36.5 # P-PANTOCYSLIG-RXN
   P-PANTOCYSDECARB-RXN hits 30.5 # P-PANTOCYSDECARB-RXN
   PANTEPADENYLYLTRAN-RXN hits 30.5 # PANTEPADENYLYLTRAN-RXN
   DEPHOSPHOCOAKIN-RXN hits 30.5 # DEPHOSPHOCOAKIN-RXN
path 208 fam0 5 fam-found 2 # PWY-4321
   RXN-6902 hits 5.0 # RXN-6902
   GABATRANSAM-RXN hits 6.5 # GABATRANSAM-RXN
path 210 fam0 7 fam-found 1 # PWY-4661
   MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN hits 8.0 # MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN
path 211 fam0 14 fam-found 2 # PWY-4702
   RXN0-5408 hits 35.5 # RXN0-5408
   RXN-7253 hits 35.5 # RXN-7253
path 214 fam0 5 fam-found 4 # PWY-4984
   ORNCARBAMTRANSFER-RXN hits 16.5 # ORNCARBAMTRANSFER-RXN
   ARGSUCCINSYN-RXN hits 30.5 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 30.5 # ARGSUCCINLYA-RXN
   ARGINASE-RXN hits 6.5 # ARGINASE-RXN
path 215 fam0 12 fam-found 8 # PWY-5004
   GLUTKIN-RXN hits 30.5 # GLUTKIN-RXN
   GLUTSEMIALDEHYDROG-RXN hits 30.5 # GLUTSEMIALDEHYDROG-RXN
   RXN-14903 hits 5.0 # RXN-14903
   ORNITHINE-GLU-AMINOTRANSFERASE-RXN hits 6.5 # ORNITHINE-GLU-AMINOTRANSFERASE-RXN
   ORNCARBAMTRANSFER-RXN hits 16.5 # ORNCARBAMTRANSFER-RXN
   ARGINASE-RXN hits 6.5 # ARGINASE-RXN
   ARGSUCCINLYA-RXN hits 30.5 # ARGSUCCINLYA-RXN
   ARGSUCCINSYN-RXN hits 30.5 # ARGSUCCINSYN-RXN
path 216 fam0 8 fam-found 4 # PWY-5005
   7KAPSYN-RXN hits 21.0 # 7KAPSYN-RXN
   DAPASYN-RXN hits 13.0 # DAPASYN-RXN
   DETHIOBIOTIN-SYN-RXN hits 13.0 # DETHIOBIOTIN-SYN-RXN
   2.8.1.6-RXN hits 34.5 # 2.8.1.6-RXN
path 218 fam0 5 fam-found 4 # PWY-5028
   HISTIDINE-AMMONIA-LYASE-RXN hits 5.0 # HISTIDINE-AMMONIA-LYASE-RXN
   UROCANATE-HYDRATASE-RXN hits 5.0 # UROCANATE-HYDRATASE-RXN
   IMIDAZOLONEPROPIONASE-RXN hits 5.0 # IMIDAZOLONEPROPIONASE-RXN
   N-FORMYLGLUTAMATE-DEFORMYLASE-RXN hits 5.0 # N-FORMYLGLUTAMATE-DEFORMYLASE-RXN
path 219 fam0 6 fam-found 4 # PWY-5030
   HISTIDINE-AMMONIA-LYASE-RXN hits 5.0 # HISTIDINE-AMMONIA-LYASE-RXN
   UROCANATE-HYDRATASE-RXN hits 5.0 # UROCANATE-HYDRATASE-RXN
   IMIDAZOLONEPROPIONASE-RXN hits 5.0 # IMIDAZOLONEPROPIONASE-RXN
   METHENYLTHFCYCLOHYDRO-RXN hits 30.5 # METHENYLTHFCYCLOHYDRO-RXN
path 224 fam0 9 fam-found 1 # PWY-5055
   DIMETHYLMALEATE-HYDRATASE-RXN hits 10.0 # DIMETHYLMALEATE-HYDRATASE-RXN
path 226 fam0 4 fam-found 2 # PWY-5067
   RXN-7668 hits 16.0 # RXN-7668
   RXN-7669 hits 35.5 # RXN-7669
path 229 fam0 4 fam-found 1 # PWY-5079
   RXN-7700 hits 42.5 # RXN-7700
path 234 fam0 7 fam-found 7 # PWY-5097
   ASPARTATEKIN-RXN hits 38.5 # ASPARTATEKIN-RXN
   ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN hits 30.5 # ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN
   DIHYDRODIPICSYN-RXN hits 30.5 # DIHYDRODIPICSYN-RXN
   RXN-14014 hits 24.0 # RXN-14014
   RXN-7737 hits 21.0 # RXN-7737
   DIAMINOPIMEPIM-RXN hits 18.0 # DIAMINOPIMEPIM-RXN
   DIAMINOPIMDECARB-RXN hits 24.0 # DIAMINOPIMDECARB-RXN
path 236 fam0 4 fam-found 3 # PWY-5100
   PYRUFLAVREDUCT-RXN hits 33.0 # PYRUFLAVREDUCT-RXN
   PHOSACETYLTRANS-RXN hits 19.0 # PHOSACETYLTRANS-RXN
   L-LACTATE-DEHYDROGENASE-RXN hits 17.5 # L-LACTATE-DEHYDROGENASE-RXN
path 237 fam0 8 fam-found 4 # PWY-5101
   R-2-METHYLMALATE-DEHYDRATASE-RXN hits 61.0 # R-2-METHYLMALATE-DEHYDRATASE-RXN
   ACETOOHBUTSYN-RXN hits 86.0 # ACETOOHBUTSYN-RXN
   DIHYDROXYMETVALDEHYDRAT-RXN hits 30.5 # DIHYDROXYMETVALDEHYDRAT-RXN
   BRANCHED-CHAINAMINOTRANSFERILEU-RXN hits 30.5 # BRANCHED-CHAINAMINOTRANSFERILEU-RXN
path 238 fam0 7 fam-found 4 # PWY-5103
   ACETOOHBUTSYN-RXN hits 86.0 # ACETOOHBUTSYN-RXN
   ACETOOHBUTREDUCTOISOM-RXN hits 30.5 # ACETOOHBUTREDUCTOISOM-RXN
   DIHYDROXYMETVALDEHYDRAT-RXN hits 30.5 # DIHYDROXYMETVALDEHYDRAT-RXN
   BRANCHED-CHAINAMINOTRANSFERILEU-RXN hits 30.5 # BRANCHED-CHAINAMINOTRANSFERILEU-RXN
path 239 fam0 6 fam-found 3 # PWY-5104
   ACETOOHBUTSYN-RXN hits 86.0 # ACETOOHBUTSYN-RXN
   DIHYDROXYMETVALDEHYDRAT-RXN hits 30.5 # DIHYDROXYMETVALDEHYDRAT-RXN
   BRANCHED-CHAINAMINOTRANSFERILEU-RXN hits 30.5 # BRANCHED-CHAINAMINOTRANSFERILEU-RXN
path 241 fam0 22 fam-found 6 # PWY-5114
   UDP-GLUCURONATE-DECARBOXYLASE-RXN hits 5.0 # UDP-GLUCURONATE-DECARBOXYLASE-RXN
   UDPGLUCEPIM-RXN hits 38.5 # UDPGLUCEPIM-RXN
   PHOSPHOGLUCMUT-RXN hits 35.5 # PHOSPHOGLUCMUT-RXN
   GALACTURIDYLYLTRANS-RXN hits 17.5 # GALACTURIDYLYLTRANS-RXN
   UGD-RXN hits 13.0 # UGD-RXN
   UDP-GLUCURONATE-4-EPIMERASE-RXN hits 5.0 # UDP-GLUCURONATE-4-EPIMERASE-RXN
path 242 fam0 12 fam-found 12 # PWY-5121
   DXS-RXN hits 29.5 # DXS-RXN
   DXPREDISOM-RXN hits 24.5 # DXPREDISOM-RXN
   2.7.7.60-RXN hits 48.5 # 2.7.7.60-RXN
   2.7.1.148-RXN hits 24.5 # 2.7.1.148-RXN
   RXN0-302 hits 24.5 # RXN0-302
   RXN-15878 hits 24.5 # RXN-15878
   ISPH2-RXN hits 29.5 # ISPH2-RXN
   RXN0-884 hits 29.5 # RXN0-884
   IPPISOM-RXN hits 12.5 # IPPISOM-RXN
   GPPSYN-RXN hits 35.5 # GPPSYN-RXN
   FPPSYN-RXN hits 35.5 # FPPSYN-RXN
   FARNESYLTRANSTRANSFERASE-RXN hits 25.5 # FARNESYLTRANSTRANSFERASE-RXN
path 243 fam0 13 fam-found 1 # PWY-5129
   RXN-7793 hits 5.0 # RXN-7793
path 244 fam0 4 fam-found 3 # PWY-5130
   PROPIONYL-COA-CARBOXY-RXN hits 10.0 # PROPIONYL-COA-CARBOXY-RXN
   METHYLMALONYL-COA-EPIM-RXN hits 19.5 # METHYLMALONYL-COA-EPIM-RXN
   METHYLMALONYL-COA-MUT-RXN hits 45.5 # METHYLMALONYL-COA-MUT-RXN
path 247 fam0 18 fam-found 3 # PWY-5134
   RXN-18448 hits 39.0 # RXN-18448
   RXN-18446 hits 39.0 # RXN-18446
   RXN-18447 hits 39.0 # RXN-18447
path 249 fam0 5 fam-found 3 # PWY-5136
   ENOYL-COA-HYDRAT-RXN hits 58.0 # ENOYL-COA-HYDRAT-RXN
   OHACYL-COA-DEHYDROG-RXN hits 16.5 # OHACYL-COA-DEHYDROG-RXN
   KETOACYLCOATHIOL-RXN hits 24.5 # KETOACYLCOATHIOL-RXN
path 252 fam0 9 fam-found 9 # PWY-5154
   N-ACETYLTRANSFER-RXN hits 23.0 # N-ACETYLTRANSFER-RXN
   ACETYLGLUTKIN-RXN hits 29.5 # ACETYLGLUTKIN-RXN
   N-ACETYLGLUTPREDUCT-RXN hits 24.5 # N-ACETYLGLUTPREDUCT-RXN
   ACETYLORNTRANSAM-RXN hits 23.0 # ACETYLORNTRANSAM-RXN
   CARBPSYN-RXN hits 75.5 # CARBPSYN-RXN
   2.1.3.9-RXN hits 8.0 # 2.1.3.9-RXN
   RXN-7933 hits 13.0 # RXN-7933
   ARGSUCCINSYN-RXN hits 30.5 # ARGSUCCINSYN-RXN
   ARGSUCCINLYA-RXN hits 30.5 # ARGSUCCINLYA-RXN
path 253 fam0 44 fam-found 34 # PWY-5156
   RXN-9514 hits 104.5 # RXN-9514
   4.2.1.58-RXN hits 35.5 # 4.2.1.58-RXN
   RXN-9657 hits 40.5 # RXN-9657
   RXN-9518 hits 104.5 # RXN-9518
   RXN-9520 hits 35.5 # RXN-9520
   RXN-9658 hits 40.5 # RXN-9658
   RXN-9524 hits 104.5 # RXN-9524
   4.2.1.59-RXN hits 35.5 # 4.2.1.59-RXN
   RXN-9659 hits 40.5 # RXN-9659
   RXN-9528 hits 104.5 # RXN-9528
   RXN-9655 hits 35.5 # RXN-9655
   RXN-9660 hits 40.5 # RXN-9660
   RXN-9532 hits 104.5 # RXN-9532
   RXN-9533 hits 35.5 # RXN-9533
   RXN-9661 hits 40.5 # RXN-9661
   3.1.2.21-RXN hits 19.0 # 3.1.2.21-RXN
   RXN-16393 hits 75.0 # RXN-16393
   RXN-9536 hits 104.5 # RXN-9536
   RXN-9537 hits 35.5 # RXN-9537
   RXN-9662 hits 40.5 # RXN-9662
   RXN-9540 hits 104.5 # RXN-9540
   4.2.1.61-RXN hits 35.5 # 4.2.1.61-RXN
   RXN-9663 hits 40.5 # RXN-9663
   RXN-9623 hits 75.0 # RXN-9623
   RXN-9632 hits 5.0 # RXN-9632
   RXN-9633 hits 104.5 # RXN-9633
   RXN-9634 hits 35.5 # RXN-9634
   RXN-9635 hits 40.5 # RXN-9635
   RXN-16380 hits 75.0 # RXN-16380
   RXN0-5055 hits 50.0 # RXN0-5055
   MALONYL-COA-ACP-TRANSACYL-RXN hits 30.5 # MALONYL-COA-ACP-TRANSACYL-RXN
   2.3.1.180-RXN hits 44.5 # 2.3.1.180-RXN
   RXN-7903 hits 5.0 # RXN-7903
   RXN-9644 hits 75.0 # RXN-9644
path 256 fam0 7 fam-found 4 # PWY-5179
   CATECHOL-2-3-DIOXYGENASE-RXN hits 25.5 # CATECHOL-2-3-DIOXYGENASE-RXN
   2-OXOPENT-4-ENOATE-HYDRATASE-RXN hits 11.5 # 2-OXOPENT-4-ENOATE-HYDRATASE-RXN
   MHPELY-RXN hits 16.5 # MHPELY-RXN
   ACETALD-DEHYDROG-RXN hits 17.5 # ACETALD-DEHYDROG-RXN
path 257 fam0 7 fam-found 4 # PWY-5180
   CATECHOL-2-3-DIOXYGENASE-RXN hits 25.5 # CATECHOL-2-3-DIOXYGENASE-RXN
   2-OXOPENT-4-ENOATE-HYDRATASE-RXN hits 11.5 # 2-OXOPENT-4-ENOATE-HYDRATASE-RXN
   MHPELY-RXN hits 16.5 # MHPELY-RXN
   ACETALD-DEHYDROG-RXN hits 17.5 # ACETALD-DEHYDROG-RXN
path 259 fam0 10 fam-found 5 # PWY-5182
   RXN-11219 hits 25.5 # RXN-11219
   RXN-20764 hits 11.5 # RXN-20764
   2-OXOPENT-4-ENOATE-HYDRATASE-RXN hits 11.5 # 2-OXOPENT-4-ENOATE-HYDRATASE-RXN
   MHPELY-RXN hits 16.5 # MHPELY-RXN
   ACETALD-DEHYDROG-RXN hits 17.5 # ACETALD-DEHYDROG-RXN
path 262 fam0 6 fam-found 6 # PWY-5188
   GLURS-RXN hits 29.5 # GLURS-RXN
   GLUTRNAREDUCT-RXN hits 11.5 # GLUTRNAREDUCT-RXN
   GSAAMINOTRANS-RXN hits 16.5 # GSAAMINOTRANS-RXN
   PORPHOBILSYNTH-RXN hits 16.5 # PORPHOBILSYNTH-RXN
   OHMETHYLBILANESYN-RXN hits 11.5 # OHMETHYLBILANESYN-RXN
   UROGENIIISYN-RXN hits 37.5 # UROGENIIISYN-RXN
path 263 fam0 4 fam-found 4 # PWY-5189
